id;name;department;municipality;years_works;type_person;rol
3608;Jose Edinson Cuero Castillo;BOLIVAR;CARTAGENA;89;PREFERENTE;POLITICO
3609;Pablo Humberto Caseres Garcia;TOLIMA;NO APLICA;53;PREFERENTE;CANTANTE
3610;Jaime Ordoñez Caiza;HUILA;ISNOS;2;PREFERENTE;POLITICO
3611;Fabio Sanchez Quintero;CUNDINAMARCA;CHIA;5;PREFERENTE;ACTOR
3612;Victor Julio Rodriguez;CUNDINAMARCA;CHIA;11;PREFERENTE;OTRO
3613;Humberto Perez Titimbo;HUILA;GUADALUPE;11;PREFERENTE;POLITICO
3614;Yurledy Gonzalez Reyes;CESAR;AGUACHICA;6;PREFERENTE;CANTANTE
3615;Rubian Cardona Pelaez;QUINDIO;FILANDIA;4;PREFERENTE;POLITICO
3616;Robinson Sarmiento Lizarazo;SANTANDER;PALMAS_DEL_SOCORRO;3;PREFERENTE;POLITICO
3617;Edwin Jose Martinez Herrera;CESAR;EL_COPEY;1;PREFERENTE;OTRO
3618;Cristina Isabel Garces Camacho;CESAR;EL_COPEY;6;PREFERENTE;POLITICO
3619;Marivel Torres Ebrath;CESAR;EL_COPEY;9;PREFERENTE;OTRO
3620;Jose Del Carmen Acosta Parrao;CESAR;EL_COPEY;10;PREFERENTE;POLITICO
3621;Ruben Borre Navarro;SUCRE;GUARANDA;4;PREFERENTE;POLITICO
3622;Cristi Luz Contreras;SUCRE;GUARANDA;6;PREFERENTE;POLITICO
3623;Pablo Lara Pineda;PUTUMAYO;VALLE_DEL_GUAMUEZ_(LA_HORMIGA);11;PREFERENTE;ACTOR
3624;Gloria Elsa Macana;BOYACA;SOTAQUIRA;2;PREFERENTE;POLITICO
3625;Eduardo Campuzano Granado;BOYACA;SOTAQUIRA;5;PREFERENTE;OTRO
3626;Manuel Enrique Orozco Sierra;SUCRE;PALMITO;8;PREFERENTE;POLITICO
3627;Roger Medina Arrieta;LA_GUAJIRA;RIOHACHA;15;PREFERENTE;OTRO
3628;Daniela Melgarejo Ojeda;ATLANTICO;LURUACO;12;PREFERENTE;POLITICO
3629;Maria Obdulia Calderon Torres;CUNDINAMARCA;ARBELAEZ;2;PREFERENTE;POLITICO
3630;Karen Lorena Duran Ropero;NORTE_DE_SANTANDER;OCAÑA;13;PREFERENTE;CANTANTE
3631;Jesus Alejandro Osorio Rienzo;ATLANTICO;BARRANQUILLA;94;PREFERENTE;CANTANTE
3632;Wilfran Alexander Sanguino Perez;SANTANDER;LEBRIJA;6;PREFERENTE;CANTANTE
3633;Libardo Mamian Narvaez;CAUCA;POPAYAN;84;PREFERENTE;CANTANTE
3634;Jose Manuel Mojica Perico;BOYACA;BELEN;0;NO APLICA;CANTANTE
3635;Luis Alberto Mejia Gonzalez;QUINDIO;PIJAO;5;PREFERENTE;POLITICO
3636;Luis Alfonso Acevedo Castaño;BOGOTA D.C.;BOGOTA._D.C.;81;PREFERENTE;POLITICO
3637;Armando Sanchez Saavedra;BOGOTA D.C.;BOGOTA._D.C.;82;PREFERENTE;OTRO
3638;Jose Huley Rojas;BOGOTA D.C.;BOGOTA._D.C.;86;PREFERENTE;ACTOR
3639;Luis Alberto Zapata Bueno;NORTE_DE_SANTANDER;LA_ESPERANZA;6;PREFERENTE;CANTANTE
3640;Luis Orlando Leon Orrego;QUINDIO;FILANDIA;1;PREFERENTE;POLITICO
3641;Wilman Enrique Muñoz Bolivar;CESAR;LA_JAGUA_DE_IBIRICO;5;PREFERENTE;CANTANTE
3642;Carlos Julio Florez;CESAR;LA_JAGUA_DE_IBIRICO;11;PREFERENTE;POLITICO
3643;Alberney Laverde Acevedo;ANTIOQUIA;SANTO_DOMINGO;3;PREFERENTE;POLITICO
3644;Eugenio Parra Acuña;SANTANDER;CHIMA;0;NO APLICA;ACTOR
3645;Luz Mery Marin Saavedra;META;EL_CASTILLO;4;PREFERENTE;POLITICO
3646;Cristian Alberto Cotua Yanes;SUCRE;SAMPUES;8;PREFERENTE;POLITICO
3647;Amaury Barrios Garcia;BOLIVAR;CARTAGENA;86;PREFERENTE;OTRO
3648;Heder Ladino Perez;HUILA;TERUEL;4;PREFERENTE;OTRO
3649;Carlos Julio Chavez Sarmiento;CUNDINAMARCA;CHOCONTA;1;PREFERENTE;POLITICO
3650;Nelly Castaño Arenas;ANTIOQUIA;JARDIN;2;PREFERENTE;POLITICO
3651;Alvaro Evelio Martinez Cordoba;NARIÑO;ARBOLEDA_(BERRUECOS);0;NO APLICA;CANTANTE
3652;Kelly Mayerli Ipia Vargas;CAUCA;PIENDAMO;11;PREFERENTE;ACTOR
3653;Ednna Julier Rodriguez Roso;GUAVIARE;ELRETORNO;9;PREFERENTE;OTRO
3654;Fernando Antonio Carmona Perez;BOLIVAR;TIQUISIO_(PTO._RICO);0;NO APLICA;OTRO
3655;William Ramiro Beltran Muñoz;VALLE;BOLIVAR;0;NO APLICA;POLITICO
3656;Juan Carlos Gamez Contreras;CUNDINAMARCA;SAN_ANTONIO_DEL_TEQUENDAMA;7;PREFERENTE;POLITICO
3657;Ivan Dario Gonzalez Escobar;ANTIOQUIA;CONCORDIA;4;PREFERENTE;ACTOR
3658;Carmen Rocio Arias Vargas;CESAR;SAN_MARTIN;1;PREFERENTE;ACTOR
3659;Diego Humberto Alarcon Murcia;CUNDINAMARCA;SUSA;2;PREFERENTE;CANTANTE
3660;Libardo Romero Rodriguez;SANTANDER;GUADALUPE;0;NO APLICA;CANTANTE
3661;Karen Ahyran Quintero Morantes;SANTANDER;ELPLAYON;3;PREFERENTE;ACTOR
3662;Gerardo Parada Caceres;SANTANDER;ELPLAYON;8;PREFERENTE;ACTOR
3663;Giovany Guerrero;ARAUCA;ARAUCA;82;PREFERENTE;CANTANTE
3664;Norma Maria Losada Rodriguez;HUILA;RIVERA;4;PREFERENTE;POLITICO
3665;Wilson Javier Lavao Quintero;HUILA;RIVERA;10;PREFERENTE;CANTANTE
3666;Carlos Edgar Lara Salas;NARIÑO;LA_FLORIDA;9;PREFERENTE;POLITICO
3667;Neidy Carolina Lucena Salamanca;SANTANDER;BUCARAMANGA;15;PREFERENTE;CANTANTE
3668;Freddy Jesus Jerez Jaimes;SANTANDER;BUCARAMANGA;16;PREFERENTE;ACTOR
3669;Angel Maria Guadir;NARIÑO;CUMBAL;4;PREFERENTE;OTRO
3670;Edilberto Herrera Olmos;META;SAN_JUAN_DE_ARAMA;4;PREFERENTE;POLITICO
3671;Angie Shakira Ortiz Prada;META;SAN_JUAN_DE_ARAMA;5;PREFERENTE;CANTANTE
3672;Marlot Castaño Walteros;META;SAN_JUAN_DE_ARAMA;8;PREFERENTE;OTRO
3673;Justo Pastor Vargas Villamil;NORTE_DE_SANTANDER;LA_ESPERANZA;3;PREFERENTE;CANTANTE
3674;Ana Milena Durango Padilla;CORDOBA;CANALETE;9;PREFERENTE;POLITICO
3675;Miguel Angel Palencia Tovar;SUCRE;GUARANDA;10;PREFERENTE;POLITICO
3676;Tarcila Isabel Jaraba Molina;SUCRE;GUARANDA;11;PREFERENTE;CANTANTE
3677;Roberto Nicolas Luna Moreno;CORDOBA;MONTERIA;84;PREFERENTE;CANTANTE
3678;Laura Leonor Barrera Mantilla;SANTANDER;SAN_JOAQUIN;6;PREFERENTE;POLITICO
3679;Esperanza Suarez Almeida;SANTANDER;SAN_JOAQUIN;7;PREFERENTE;CANTANTE
3680;Jose Orlando Caballero;ARAUCA;ARAUCA;81;PREFERENTE;CANTANTE
3681;Mario Fernando Luna Cordoba;NARIÑO;ARBOLEDA_(BERRUECOS);1;PREFERENTE;OTRO
3682;Heiler Palacios Moya;ANTIOQUIA;TURBO;16;PREFERENTE;POLITICO
3683;Pedro Anotnio Zuñiga Bolaños;VAUPES;NO APLICA;60;PREFERENTE;CANTANTE
3684;Martin Eduardo Fadul;CORDOBA;MONTELIBANO;1;PREFERENTE;CANTANTE
3685;David Enrique Dager Tevenin;CORDOBA;MONTELIBANO;4;PREFERENTE;POLITICO
3686;Leonel Antonio Baltazar Sotomayor;CORDOBA;MONTELIBANO;12;PREFERENTE;OTRO
3687;Rafael Emiro Vergara Alvarez;CORDOBA;MONTELIBANO;14;PREFERENTE;POLITICO
3688;Jose Norbairo Osorio Valencia;QUINDIO;FILANDIA;3;PREFERENTE;CANTANTE
3689;Juan Mauricio Jimenez Villa;QUINDIO;FILANDIA;8;PREFERENTE;CANTANTE
3690;Victor Hugo Escobar Machado;GUAVIARE;CALAMAR;9;PREFERENTE;CANTANTE
3691;Luz Clemencia Guerrero Motavita;GUAVIARE;CALAMAR;11;PREFERENTE;CANTANTE
3692;Fabian Arley Maca Bravo;CAUCA;POPAYAN;82;PREFERENTE;POLITICO
3693;Leonardo Caro Alvarez;ANTIOQUIA;URAMITA;2;PREFERENTE;CANTANTE
3694;Ciro Alfonso Segura Rincon;CUNDINAMARCA;TOCAIMA;2;PREFERENTE;POLITICO
3695;Oscar Jose Araujo Navarro;ANTIOQUIA;YONDO_CASABE;5;PREFERENTE;CANTANTE
3696;Carlos Absalon Revelo Pineda;NARIÑO;IPIALES;4;PREFERENTE;POLITICO
3697;Gustavo Alfredo Narvaez Ruano;NARIÑO;IPIALES;9;PREFERENTE;CANTANTE
3698;Luis Carlos Giraldo Urrea;ANTIOQUIA;SAN_RAFAEL;3;PREFERENTE;POLITICO
3699;Pedro Edilberto Chavez Palencia;SUCRE;SUCRE;1;PREFERENTE;POLITICO
3700;Victor Manuel Jimenez Tovar;SUCRE;SUCRE;4;PREFERENTE;POLITICO
3701;Ana Mercedes Mendez Diaz;SUCRE;SUCRE;9;PREFERENTE;ACTOR
3702;Graciela Hernandez Pulido;BOYACA;FLORESTA;6;PREFERENTE;CANTANTE
3703;Armando Cambindo Perlaza;NARIÑO;SANTA_BARBARA_(ISCUANDE);7;PREFERENTE;CANTANTE
3704;Pedro Julio Gil Contreras;BOYACA;UMBITA;7;PREFERENTE;POLITICO
3705;Bernardo Octavio Parra Martinez;BOYACA;UMBITA;11;PREFERENTE;CANTANTE
3706;Gabriela Henao Pelaez;CUNDINAMARCA;TAUSA;3;PREFERENTE;POLITICO
3707;Maria Patricia Ortiz;CUNDINAMARCA;TAUSA;6;PREFERENTE;OTRO
3708;Olman Ovidio Silva Basto;SANTANDER;CERRITO;6;PREFERENTE;CANTANTE
3709;Elman Francisco Jaimes Florez;SANTANDER;CERRITO;9;PREFERENTE;CANTANTE
3710;Cristian Fabian Rozo Tarazona;NORTE_DE_SANTANDER;LABATECA;2;PREFERENTE;OTRO
3711;Orlando Torres Garcia;NORTE_DE_SANTANDER;LABATECA;3;PREFERENTE;POLITICO
3712;Zulay Rincon Ramon;NORTE_DE_SANTANDER;LABATECA;4;PREFERENTE;POLITICO
3713;Jahir De Jesus Arroyave Velez;ANTIOQUIA;ANGOSTURA;5;PREFERENTE;POLITICO
3714;Martha Yinne Leon Ramirez;CUNDINAMARCA;LA_MESA;2;PREFERENTE;CANTANTE
3715;Carlos Julio Lozano Vasquez;CUNDINAMARCA;LA_MESA;5;PREFERENTE;POLITICO
3716;Sebastian Mora Charry;HUILA;AIPE;0;NO PREFERENTE;POLITICO
3717;Hector Fabian Arbelaez Angel;BOGOTA D.C.;BOGOTA._D.C.;84;PREFERENTE;CANTANTE
3718;Janeth Natalia Tinoco;CUNDINAMARCA;VILLETA;8;PREFERENTE;POLITICO
3719;Alvaro Toledo Uribe;BOYACA;BELEN;2;PREFERENTE;CANTANTE
3720;Graciela Montenegro Reyes;CUNDINAMARCA;MEDINA;7;PREFERENTE;POLITICO
3721;Luis Javier Montoya Vargas;ANTIOQUIA;NO APLICA;58;PREFERENTE;CANTANTE
3722;Maritza Saavedra Aguirre;SANTANDER;GUADALUPE;4;PREFERENTE;OTRO
3723;Heriberto Chara Vasquez;CAUCA;SANTANDER_DE_QUILICHAO;9;PREFERENTE;POLITICO
3724;Rubiel Piñeros Guerrero;CAUCA;SANTANDER_DE_QUILICHAO;14;PREFERENTE;POLITICO
3725;Julian David Valencia Velez;RISARALDA;DOSQUEBRADAS;82;PREFERENTE;POLITICO
3726;Onel Jimenez Pimienta;BOLIVAR;RIOVIEJO;0;NO APLICA;OTRO
3727;Jose Cornelio Ossa Restrepo;ANTIOQUIA;CARAMANTA;5;PREFERENTE;CANTANTE
3728;Moises Artunduaga Escobar;HUILA;TIMANA;2;PREFERENTE;CANTANTE
3729;Jose Dolores Carrillo Ruiz;HUILA;TIMANA;4;PREFERENTE;POLITICO
3730;Pablo Orlando Castro Remisio;HUILA;TIMANA;9;PREFERENTE;CANTANTE
3731;Yurisam Antury;HUILA;TIMANA;10;PREFERENTE;CANTANTE
3732;Carlos Lozano Ballesteros;SANTANDER;BARICHARA;0;NO PREFERENTE;POLITICO
3733;Erwin Yesid Rodriguez Muñoz;SANTANDER;BARICHARA;0;NO PREFERENTE;CANTANTE
3734;Carmen Lucia Vega Bravo;CORDOBA;MONTERIA;85;PREFERENTE;POLITICO
3735;Xiomara Yourley Andrade Araujo;ARAUCA;ARAUCA;81;PREFERENTE;ACTOR
3736;Yolima Rengifo Burgos;HUILA;SALADOBLANCO;4;PREFERENTE;OTRO
3737;Jaime De Jesus Hidalgo Ballesteros;ANTIOQUIA;ANZA;1;PREFERENTE;POLITICO
3738;Pedro Nolasco Vega Gallego;ANTIOQUIA;ANZA;5;PREFERENTE;POLITICO
3739;Juan David Alv Arez Manco;ANTIOQUIA;URAMITA;0;NO PREFERENTE;POLITICO
3740;Martha Lucia Obando Rojas;CUNDINAMARCA;JUNIN;5;PREFERENTE;POLITICO
3741;Luis Eleazar Solaque Muete;CUNDINAMARCA;JUNIN;6;PREFERENTE;CANTANTE
3742;Villamarin Guzman Alexander;CUNDINAMARCA;MOSQUERA;5;PREFERENTE;POLITICO
3743;Gervin Humberto Ortiz Ramirez;CASANARE;YOPAL;8;PREFERENTE;ACTOR
3744;Jorge Cadena Garcia;CASANARE;YOPAL;13;PREFERENTE;OTRO
3745;Monica Natalia Vargas Giraldo;CASANARE;YOPAL;14;PREFERENTE;POLITICO
3746;German Alberto Cardona Quintero;BOLIVAR;CARTAGENA;2;PREFERENTE;POLITICO
3747;Ricardo Andres Florez Ursola;BOLIVAR;CARTAGENA;15;PREFERENTE;POLITICO
3748;Jesus Jonfaiver Uni Gonzalez;HUILA;PALESTINA;10;PREFERENTE;ACTOR
3749;Maria Rubiela Garcia Matiz;CUNDINAMARCA;NIMAIMA;0;NO PREFERENTE;POLITICO
3750;Joaquin Leonardo Lobogurrero Villabon;CUNDINAMARCA;NIMAIMA;0;NO PREFERENTE;POLITICO
3751;Aristobulo Mayorga Castro;BOYACA;MONIQUIRA;9;PREFERENTE;POLITICO
3752;Abel Maria Rico Cruz;SUCRE;SAMPUES;7;PREFERENTE;POLITICO
3753;Edna Ruth Martinez Manotas;SUCRE;SAMPUES;12;PREFERENTE;OTRO
3754;Alexander Velasco Baron;BOYACA;NO APLICA;57;PREFERENTE;ACTOR
3755;Maria Lindelia Rincon Hernandez;BOYACA;NO APLICA;60;PREFERENTE;POLITICO
3756;Catalina Ochoa Carreño;BOYACA;NO APLICA;65;PREFERENTE;POLITICO
3757;Silvia Del Carmen Rodriguez Castañeda;BOYACA;RAMIRIQUI;5;PREFERENTE;POLITICO
3758;Jorge Rodrigo Trujillo Jaramillo;ANTIOQUIA;VEGACHI;0;NO PREFERENTE;CANTANTE
3759;Armando Torrejano Trujillo;HUILA;RIVERA;4;PREFERENTE;POLITICO
3760;Genaro Martinez Riaño;BOYACA;TOTA;8;PREFERENTE;POLITICO
3761;Jhonn Jairo Ascanio Mora;NORTE_DE_SANTANDER;EL_CARMEN;5;PREFERENTE;CANTANTE
3762;Rosalba Burgos Castellanos;BOYACA;CHIQUINQUIRA;4;PREFERENTE;ACTOR
3763;Orlando Rodriguez Rincon;BOYACA;CHIQUINQUIRA;5;PREFERENTE;CANTANTE
3764;Gabriela Duran;SANTANDER;MALAGA;2;PREFERENTE;CANTANTE
3765;William Parra Morales;SANTANDER;MALAGA;5;PREFERENTE;POLITICO
3766;Juan Miguel Arboleda Lopera;ANTIOQUIA;DON_MATIAS;0;NO PREFERENTE;POLITICO
3767;Sindy Johana Yepes Lora;ANTIOQUIA;DON_MATIAS;0;NO PREFERENTE;OTRO
3768;Cielo Patricia Duran Caceres;SANTANDER;COROMORO;8;PREFERENTE;CANTANTE
3769;Manuel Wilfrido Mendoza Santamaria;SUCRE;SAN_JUAN_DE_BETULIA_(BETULIA);7;PREFERENTE;POLITICO
3770;Luz Miryam Leon Pulgarin;VALLE;ULLOA;3;PREFERENTE;POLITICO
3771;Luis Orlando Cortes Ramirez;CUNDINAMARCA;CHOCONTA;9;PREFERENTE;POLITICO
3772;Jose Uriel Monsalve Pamplona;ANTIOQUIA;GRANADA;2;PREFERENTE;POLITICO
3773;Milena Concepcion Ramirez Ramirez;ANTIOQUIA;GRANADA;3;PREFERENTE;OTRO
3774;Hector Javier Castiblanco Negro;CUNDINAMARCA;SUSA;1;PREFERENTE;ACTOR
3775;Ana Judith Moscoso Alarcon;CUNDINAMARCA;SUSA;7;PREFERENTE;OTRO
3776;Juan Antonio Parra Ballesteros;CUNDINAMARCA;SUSA;8;PREFERENTE;OTRO
3777;Guillermo Trujillo Pascuas;HUILA;BARAYA;3;PREFERENTE;POLITICO
3778;Jorge Hugo Malte Portilla;NARIÑO;CUMBAL;5;PREFERENTE;POLITICO
3779;Gilberto Puenayan Cuaical;NARIÑO;CUMBAL;8;PREFERENTE;OTRO
3780;Marcelina Mantilla Ariza;ARAUCA;ARAUCA;2;PREFERENTE;OTRO
3781;Angela Maria Perez Antia;VALLE;GINEBRA;10;PREFERENTE;POLITICO
3782;John Ley De Jesus Gil Quinchia;ANTIOQUIA;MEDELLIN;82;PREFERENTE;POLITICO
3783;Jorge Hernan Valderrama Rodriguez;META;SAN_MARTIN_DE_LOS_LLANOS;0;NO APLICA;OTRO
3784;Ernesto Eduardo Acosta Chaves;PUTUMAYO;SAN_MIGUEL_(LA_DORADA);6;PREFERENTE;POLITICO
3785;Jaime Evelio Lopez Buesaquillo;PUTUMAYO;SAN_MIGUEL_(LA_DORADA);12;PREFERENTE;OTRO
3786;Rubiela Gomez Guerrero;SANTANDER;VALLE_DE_SAN_JOSE;4;PREFERENTE;POLITICO
3787;Oscar Julian Silva Pereira;SANTANDER;VALLE_DE_SAN_JOSE;5;PREFERENTE;CANTANTE
3788;Jesus Omar Blanco Ramirez;NORTE_DE_SANTANDER;BUCARASICA;6;PREFERENTE;CANTANTE
3789;Eduardo Santos Franco Vidal;CASANARE;PAZ_DE_ARIPORO_(MORENO);8;PREFERENTE;OTRO
3790;Amparo Orozco De Toro;RISARALDA;DOSQUEBRADAS;83;PREFERENTE;ACTOR
3791;Yeison Grajalaes Sanchez;ANTIOQUIA;PEÑOL;3;PREFERENTE;CANTANTE
3792;Jose Arcangel Hernandez Riveros;META;SAN_JUAN_DE_ARAMA;4;PREFERENTE;OTRO
3793;Zully Cuellar Ruiz;HUILA;PITALITO;15;PREFERENTE;OTRO
3794;Ana Eufrosina Rendon Arango;ANTIOQUIA;GUARNE;12;PREFERENTE;POLITICO
3795;Rubiela Del Socorro Zapata Ruiz;ANTIOQUIA;GUARNE;13;PREFERENTE;POLITICO
3796;Humberto De Jesus Zapata Mazo;ANTIOQUIA;SAN_JOSE_DE_LA_MONTAÑA;1;PREFERENTE;OTRO
3797;Olga Lucia Correa Vasquez;ANTIOQUIA;SAN_JOSE_DE_LA_MONTAÑA;3;PREFERENTE;CANTANTE
3798;Karol Edith Gonzalez Santamaria;BOLIVAR;NO APLICA;58;PREFERENTE;POLITICO
3799;Juan Manuel Arango Perez;ANTIOQUIA;GOMEZ_PLATA;4;PREFERENTE;POLITICO
3800;Jose Belarmino Velasquez;ANTIOQUIA;ANZA;9;PREFERENTE;POLITICO
3801;Yurley Liceth Rodriguez Rozo;BOGOTA D.C.;BOGOTA._D.C.;88;PREFERENTE;POLITICO
3802;Aura Elena Olivo Perez;BOLIVAR;VILLANUEVA;8;PREFERENTE;OTRO
3803;Enith Salcedo Sierra;SUCRE;PALMITO;5;PREFERENTE;OTRO
3804;Gustavo Alberto Vergara Echeverri;CAQUETA;CARTAGENA_DEL_CHAIRA;1;PREFERENTE;OTRO
3805;Edgar Fernando Moya Cediel;CUNDINAMARCA;UBATE;5;PREFERENTE;CANTANTE
3806;Edgar Javier Sanchez Rodriguez;RISARALDA;NO APLICA;0;NO PREFERENTE;CANTANTE
3807;Irene Restrepo Morantes;NORTE_DE_SANTANDER;SARDINATA;3;PREFERENTE;POLITICO
3808;Nelson Nuñez Sanchez;HUILA;TARQUI;11;PREFERENTE;POLITICO
3809;Jonathan Fernando Dorado Moreno;ANTIOQUIA;TARAZA;12;PREFERENTE;POLITICO
3810;Monica Patricia Lopez Torres;ANTIOQUIA;URAMITA;4;PREFERENTE;CANTANTE
3811;Carlos Andres Alvarez Muñoz;NORTE_DE_SANTANDER;OCAÑA;7;PREFERENTE;CANTANTE
3812;Neider Albeiro Barcenas Portillo;PUTUMAYO;PUERTO_CAICEDO;11;PREFERENTE;ACTOR
3813;Henry Muriel Calero;VALLE;GUACARI;4;PREFERENTE;CANTANTE
3814;Claudia Patricia Getial Gonzalez;VALLE;GUACARI;11;PREFERENTE;POLITICO
3815;Alfa Maria Contreras Guerra;BOGOTA D.C.;BOGOTA._D.C.;82;PREFERENTE;OTRO
3816;Gladys Moreno Ospina;QUINDIO;ARMENIA;81;PREFERENTE;POLITICO
3817;Carlos Augusto Valencia Rodriguez;QUINDIO;ARMENIA;86;PREFERENTE;CANTANTE
3818;Yamile Esther Reyes Perez;NORTE_DE_SANTANDER;PUERTO_SANTANDER;3;PREFERENTE;CANTANTE
3819;Miryam Esther Ramos Carval;BOLIVAR;TIQUISIO_(PTO._RICO);5;PREFERENTE;POLITICO
3820;Gloria Patricia Vargas Hernandez;SANTANDER;CURITI;4;PREFERENTE;POLITICO
3821;Dennice Estupiñan Paz;NARIÑO;SANTA_BARBARA_(ISCUANDE);11;PREFERENTE;OTRO
3822;Paola Andrea Mejia Lopez;ANTIOQUIA;FREDONIA;5;PREFERENTE;OTRO
3823;Deisy Yojanna Vanegas Restrepo;ANTIOQUIA;FREDONIA;7;PREFERENTE;POLITICO
3824;Gustavo Alberto Montoya Ruda;ANTIOQUIA;FREDONIA;11;PREFERENTE;POLITICO
3825;Luz Dary Delgado Uriana;LA_GUAJIRA;NO APLICA;60;PREFERENTE;POLITICO
3826;Maria Fernanda Montoya Villamizar;SANTANDER;GIRON;5;PREFERENTE;POLITICO
3827;Jose Dolores Giraldo Duque;CUNDINAMARCA;MADRID;8;PREFERENTE;OTRO
3828;Hernan Castellanos Forigua;CUNDINAMARCA;MADRID;15;PREFERENTE;POLITICO
3829;Sandra Patricia Gonzalez Rengifo;ANTIOQUIA;NECOCLI;12;PREFERENTE;OTRO
3830;Jose Eduardo Perez Amador;NORTE_DE_SANTANDER;TIBU;0;NO APLICA;ACTOR
3831;Magda Isabel Castiblanco Castillo;CUNDINAMARCA;FACATATIVA;1;PREFERENTE;CANTANTE
3832;Pedro Antonio Hernãndez Rios;SANTANDER;MOGOTES;5;PREFERENTE;OTRO
3833;Beatriz Eugenia Lopez Chica;QUINDIO;ARMENIA;83;PREFERENTE;POLITICO
3834;Alexander Quiroga Rodriguez;BOYACA;SAN_LUIS_DE_GACENO;4;PREFERENTE;OTRO
3835;Fernando Tolosa Medellin;BOYACA;SAN_LUIS_DE_GACENO;6;PREFERENTE;POLITICO
3836;Jose Ambrosio Alvarez Bohorquez;CUNDINAMARCA;QUEBRADANEGRA;1;PREFERENTE;CANTANTE
3837;Alejandro Javier Peñuela Sarmiento;CUNDINAMARCA;SOACHA;85;PREFERENTE;POLITICO
3838;Mary Luz Zamora Martinez;CUNDINAMARCA;MOSQUERA;7;PREFERENTE;POLITICO
3839;Antonio Javier Angarita Oliveros;NORTE_DE_SANTANDER;VILLA_DEL_ROSARIO;13;PREFERENTE;OTRO
3840;Hector Alonso Moyano Pinzon;CUNDINAMARCA;PASCA;1;PREFERENTE;POLITICO
3841;Miguel Angel Bustos Salazar;CUNDINAMARCA;ZIPAQUIRA;7;PREFERENTE;POLITICO
3842;Maria Ruth Cleves Perdomo;HUILA;ALGECIRAS;4;PREFERENTE;ACTOR
3843;Jose Wbaldo Salazar Ramirez;CALDAS;CHINCHINA;0;NO APLICA;POLITICO
3844;Juan Carlos Lobo Acuña;SUCRE;SAMPUES;5;PREFERENTE;OTRO
3845;Diana Carolina Alfonso Villarreal;BOGOTA D.C.;BOGOTA._D.C.;86;PREFERENTE;POLITICO
3846;Leonidas Hurtado Montañez;BOYACA;LABRANZAGRANDE;2;PREFERENTE;ACTOR
3847;Rodrigo Arquimedes Alba Acuña;BOYACA;TUTA;0;NO PREFERENTE;POLITICO
3848;Nerlandia Nieto Felizzola;LA_GUAJIRA;VILLANUEVA;5;PREFERENTE;POLITICO
3849;Alfonso De Jesus Pamplona Morales;ANTIOQUIA;SAN_RAFAEL;2;PREFERENTE;CANTANTE
3850;Maria Dorelly Areiza Jimenez;ANTIOQUIA;VALDIVIA;6;PREFERENTE;ACTOR
3851;Sandra Patricia Garces Aguirre;SANTANDER;GUADALUPE;2;PREFERENTE;POLITICO
3852;Ligia Gonzalez Gutierrez;SANTANDER;GUADALUPE;7;PREFERENTE;POLITICO
3853;July Alexandra Pinzon Suarez;SANTANDER;GUADALUPE;8;PREFERENTE;POLITICO
3854;Vãctor Arley Chãvarro Moreno;HUILA;HOBO;2;PREFERENTE;POLITICO
3855;Armando Guillermo Mulfor Gonzalez;SUCRE;COROZAL;2;PREFERENTE;CANTANTE
3856;Walberto Del Cristo Mendez Acosta;SUCRE;COROZAL;13;PREFERENTE;POLITICO
3857;Carlos Armando Farfan Alvarado;CUNDINAMARCA;SUESCA;2;PREFERENTE;POLITICO
3858;Wilmar Albeiro Mendez Leon;CUNDINAMARCA;SUESCA;4;PREFERENTE;POLITICO
3859;Maria Eugenia Gil Espitia;BOGOTA D.C.;BOGOTA._D.C.;81;PREFERENTE;CANTANTE
3860;Manuel Hernando Gaviria Gomez;ANTIOQUIA;NO APLICA;64;PREFERENTE;OTRO
3861;Mirian Mosquera Cuesta;ANTIOQUIA;TURBO;10;PREFERENTE;POLITICO
3862;Lessing Diaz Morales;SANTANDER;PUERTO_WILCHES;6;PREFERENTE;POLITICO
3863;Armando Antonio Cardenas Marsiglia;SANTANDER;PUERTO_WILCHES;11;PREFERENTE;CANTANTE
3864;Luis Alfonso Miranda Ravelo;SANTANDER;PUERTO_WILCHES;13;PREFERENTE;POLITICO
3865;Richard Gomez Buitrago;NORTE_DE_SANTANDER;HERRAN;2;PREFERENTE;ACTOR
3866;Ana Graciela Mantilla Gomez;NORTE_DE_SANTANDER;HERRAN;6;PREFERENTE;OTRO
3867;Dolmar Rengifo Rincon;CESAR;VALLEDUPAR;82;PREFERENTE;OTRO
3868;Edwin Alberto Hinojoza Vence;CESAR;VALLEDUPAR;87;PREFERENTE;POLITICO
3869;German Augusto Bernal Carrion;BOGOTA D.C.;BOGOTA._D.C.;84;PREFERENTE;OTRO
3870;Nuris Teresa Barrera Trigos;CESAR;SAN_MARTIN;6;PREFERENTE;POLITICO
3871;Jonas Hernandez Gomez;CESAR;SAN_MARTIN;9;PREFERENTE;CANTANTE
3872;Maria Victoria Pantoja Caicedo;NARIÑO;OSPINA;4;PREFERENTE;CANTANTE
3873;Falon Elena Olea Barreto;BOLIVAR;CARTAGENA;89;PREFERENTE;CANTANTE
3874;Luis Fernando Leon;BOYACA;AQUITANIA_(PUEBLOVIEJO);0;NO PREFERENTE;OTRO
